Time [s],Proposed_system,Standard
1655.0,46,132
1656.0,46,132
1657.0,46,131
1658.0,46,131
1659.0,46,130
1660.0,46,130
1661.0,46,130
1662.0,45,130
1663.0,44,130
1664.0,44,130
1665.0,44,130
1666.0,43,130
1667.0,42,130
1668.0,43,132
1669.0,44,131
1670.0,45,133
1671.0,44,133
1672.0,46,135
1673.0,47,135
1674.0,47,136
1675.0,47,136
1676.0,46,137
1677.0,44,137
1678.0,45,138
1679.0,44,137
1680.0,44,137
1681.0,44,136
1682.0,43,136
1683.0,41,135
1684.0,41,134
1685.0,39,133
1686.0,39,133
1687.0,38,132
1688.0,37,131
1689.0,36,130
1690.0,35,130
1691.0,33,129
1692.0,34,131
1693.0,33,130
1694.0,33,129
1695.0,32,129
1696.0,33,128
1697.0,33,128
1698.0,31,128
1699.0,31,126
1700.0,32,125
1701.0,32,125
1702.0,32,126
1703.0,32,126
1704.0,32,126
1705.0,33,125
1706.0,33,123
1707.0,32,123
1708.0,32,123
1709.0,33,123
1710.0,33,124
1711.0,33,122
1712.0,33,122
1713.0,33,120
1714.0,33,120
1715.0,33,118
1716.0,33,117
1717.0,33,116
1718.0,33,116
1719.0,33,113
1720.0,33,112
1721.0,33,109
1722.0,33,107
1723.0,33,107
1724.0,32,105
1725.0,32,104
1726.0,32,104
1727.0,32,102
1728.0,32,102
1729.0,32,101
1730.0,31,100
1731.0,31,100
1732.0,30,100
1733.0,30,100
1734.0,30,99
1735.0,30,99
1736.0,29,99
1737.0,29,98
1738.0,29,98
1739.0,29,98
1740.0,28,96
1741.0,30,98
1742.0,30,96
1743.0,28,95
1744.0,28,94
1745.0,29,94
1746.0,28,95
1747.0,28,94
1748.0,26,93
1749.0,26,93
1750.0,25,93
1751.0,25,93
1752.0,24,93
1753.0,24,93
1754.0,22,90
1755.0,21,90
1756.0,21,88
1757.0,18,89
1758.0,17,86
1759.0,17,86
1760.0,17,82
1761.0,17,79
1762.0,17,78
1763.0,17,78
1764.0,16,77
1765.0,18,78
1766.0,20,80
1767.0,21,80
1768.0,23,81
1769.0,25,81
1770.0,25,78
1771.0,26,79
1772.0,26,76
1773.0,26,74
1774.0,26,73
1775.0,25,72
1776.0,25,72
1777.0,25,72
1778.0,25,72
1779.0,25,72
1780.0,26,73
1781.0,26,73
1782.0,26,73
1783.0,27,74
1784.0,27,72
1785.0,27,72
1786.0,28,73
1787.0,28,72
1788.0,28,71
1789.0,30,73
1790.0,30,72
1791.0,30,72
1792.0,32,73
1793.0,32,73
1794.0,33,74
1795.0,34,74
1796.0,34,74
1797.0,34,74
1798.0,35,75
1799.0,36,74
1800.0,36,74
1801.0,37,74
1802.0,37,74
1803.0,38,74
1804.0,39,75
1805.0,39,76
1806.0,39,76
1807.0,40,76
1808.0,41,78
1809.0,41,78
1810.0,41,78
1811.0,42,79
1812.0,42,79
1813.0,43,80
1814.0,44,81
1815.0,45,80
1816.0,45,80
1817.0,47,82
1818.0,48,83
1819.0,50,85
1820.0,53,87
1821.0,54,87
1822.0,54,86
1823.0,55,86
1824.0,55,86
1825.0,55,85
1826.0,55,85
1827.0,55,85
1828.0,55,85
1829.0,55,85
1830.0,52,85
1831.0,52,85
1832.0,52,85
1833.0,51,85
1834.0,51,85
1835.0,50,85
1836.0,50,85
1837.0,49,85
1838.0,51,87
1839.0,52,88
1840.0,50,88
1841.0,51,89
1842.0,52,89
1843.0,52,91
1844.0,52,92
1845.0,52,93
1846.0,52,93
1847.0,51,93
1848.0,49,93
1849.0,47,92
1850.0,47,91
1851.0,46,90
1852.0,45,91
1853.0,44,91
1854.0,44,91
1855.0,43,90
1856.0,44,91
1857.0,44,89
1858.0,42,89
1859.0,42,89
1860.0,41,88
1861.0,40,88
1862.0,42,90
1863.0,41,90
1864.0,42,90
1865.0,43,90
1866.0,44,91
1867.0,43,91
1868.0,44,91
1869.0,45,90
1870.0,46,91
1871.0,47,91
1872.0,47,92
1873.0,47,93
1874.0,47,94
1875.0,47,94
1876.0,48,97
1877.0,48,97
1878.0,48,97
1879.0,48,97
1880.0,48,96
1881.0,49,96
1882.0,49,93
1883.0,50,91
1884.0,49,91
1885.0,49,90
1886.0,50,90
1887.0,50,88
1888.0,49,87
1889.0,50,87
1890.0,50,87
1891.0,49,86
1892.0,48,85
1893.0,48,85
1894.0,48,84
1895.0,48,83
1896.0,47,82
1897.0,47,82
1898.0,46,82
1899.0,46,81
1900.0,46,81
1901.0,46,81
1902.0,45,81
1903.0,45,81
1904.0,45,82
1905.0,45,82
1906.0,45,82
1907.0,45,83
1908.0,45,82
1909.0,43,82
1910.0,44,83
1911.0,44,83
1912.0,45,83
1913.0,46,83
1914.0,46,83
1915.0,46,83
1916.0,45,83
1917.0,45,83
1918.0,43,83
1919.0,42,83
1920.0,40,83
1921.0,39,82
1922.0,37,82
1923.0,37,82
1924.0,35,81
1925.0,34,80
1926.0,34,80
1927.0,33,78
1928.0,33,78
1929.0,33,77
1930.0,33,77
1931.0,33,76
1932.0,32,76
1933.0,31,76
1934.0,31,75
1935.0,29,75
1936.0,29,73
1937.0,29,73
1938.0,28,73
1939.0,27,73
1940.0,26,73
1941.0,25,72
1942.0,23,70
1943.0,21,70
1944.0,21,70
1945.0,20,69
1946.0,20,67
1947.0,19,68
1948.0,18,66
1949.0,18,66
1950.0,18,67
1951.0,18,66
1952.0,18,66
1953.0,17,66
1954.0,17,66
1955.0,17,65
1956.0,17,66
1957.0,17,66
1958.0,17,67
1959.0,17,68
1960.0,17,68
1961.0,17,68
1962.0,17,69
1963.0,18,69
1964.0,17,69
1965.0,18,69
1966.0,18,69
1967.0,18,70
1968.0,20,70
1969.0,19,70
1970.0,19,69
1971.0,19,68
1972.0,19,69
1973.0,20,69
1974.0,20,68
1975.0,20,69
1976.0,21,70
1977.0,22,69
1978.0,22,69
1979.0,22,67
1980.0,22,65
1981.0,22,65
1982.0,23,64
1983.0,23,66
1984.0,24,65
1985.0,24,66
1986.0,25,67
1987.0,26,66
1988.0,26,66
1989.0,25,66
1990.0,25,66
1991.0,25,66
1992.0,26,66
1993.0,25,66
1994.0,25,66
1995.0,25,66
1996.0,25,64
1997.0,24,65
1998.0,24,65
1999.0,24,65
2000.0,24,62
2001.0,24,61
2002.0,24,60
2003.0,24,58
2004.0,23,58
2005.0,21,58
2006.0,21,58
2007.0,22,58
2008.0,23,58
2009.0,24,59
2010.0,25,60
2011.0,25,59
2012.0,26,60
2013.0,26,60
2014.0,27,60
2015.0,29,62
2016.0,29,62
2017.0,29,62
2018.0,30,63
2019.0,30,63
2020.0,30,63
2021.0,32,65
2022.0,32,65
2023.0,32,65
2024.0,34,67
2025.0,34,67
2026.0,34,67
2027.0,36,68
2028.0,36,68
2029.0,36,67
2030.0,37,68
2031.0,38,69
2032.0,39,69
2033.0,41,71
2034.0,42,71
2035.0,42,72
2036.0,44,74
2037.0,44,74
2038.0,45,74
2039.0,45,74
2040.0,45,74
2041.0,45,74
2042.0,45,74
2043.0,45,74
2044.0,45,72
2045.0,45,72
2046.0,45,72
2047.0,45,72
2048.0,45,71
2049.0,45,71
2050.0,46,71
2051.0,47,71
2052.0,48,72
2053.0,49,73
2054.0,49,74
2055.0,51,76
2056.0,51,77
2057.0,52,77
2058.0,52,76
2059.0,52,77
2060.0,52,78
2061.0,54,79
2062.0,54,78
2063.0,55,78
2064.0,55,78
2065.0,54,77
2066.0,54,76
2067.0,54,77
2068.0,54,77
2069.0,54,76
2070.0,54,76
2071.0,54,76
2072.0,54,76
2073.0,55,76
2074.0,55,76
2075.0,55,76
2076.0,55,75
2077.0,55,75
2078.0,53,74
2079.0,55,75
2080.0,54,76
2081.0,54,75
2082.0,54,74
2083.0,54,74
2084.0,53,71
2085.0,54,71
2086.0,54,68
2087.0,54,68
2088.0,53,67
2089.0,54,67
2090.0,55,66
2091.0,55,67
2092.0,56,68
2093.0,56,68
2094.0,56,68
2095.0,57,69
2096.0,56,69
2097.0,56,69
2098.0,55,70
2099.0,54,70
2100.0,53,71
2101.0,54,72
2102.0,54,72
2103.0,54,73
2104.0,56,74
2105.0,56,74
2106.0,57,76
2107.0,58,77
2108.0,57,77
2109.0,56,76
2110.0,55,76
2111.0,56,76
2112.0,57,76
2113.0,57,76
2114.0,56,75
2115.0,57,77
2116.0,55,76
2117.0,52,76
2118.0,52,76
2119.0,53,76
2120.0,52,78
2121.0,53,79
2122.0,52,79
2123.0,52,79
2124.0,51,78
2125.0,51,78
2126.0,50,78
2127.0,50,78
2128.0,50,79
2129.0,50,78
2130.0,51,79
2131.0,51,77
2132.0,51,74
2133.0,51,75
2134.0,50,74
2135.0,49,73
2136.0,49,73
2137.0,48,72
2138.0,45,70
2139.0,45,70
2140.0,46,69
2141.0,46,69
2142.0,45,70
2143.0,44,70
2144.0,44,70
2145.0,42,70
2146.0,43,70
2147.0,43,70
2148.0,43,70
2149.0,43,70
2150.0,42,69
2151.0,42,69
2152.0,43,70
2153.0,43,71
2154.0,44,72
2155.0,45,73
2156.0,46,73
2157.0,46,73
2158.0,45,73
2159.0,44,73
2160.0,43,71
2161.0,43,71
2162.0,43,70
2163.0,43,70
2164.0,43,70
2165.0,42,70
2166.0,43,70
2167.0,43,70
2168.0,43,69
2169.0,44,70
2170.0,43,69
2171.0,43,69
2172.0,44,70
2173.0,43,70
2174.0,42,70
2175.0,43,71
2176.0,43,71
2177.0,42,71
2178.0,44,73
2179.0,44,74
2180.0,45,74
2181.0,46,74
2182.0,46,74
2183.0,47,75
2184.0,47,75
2185.0,47,75
2186.0,46,75
2187.0,45,75
2188.0,44,74
2189.0,44,73
2190.0,44,73
2191.0,43,71
2192.0,44,71
2193.0,42,70
2194.0,41,70
2195.0,41,70
2196.0,40,70
2197.0,40,70
2198.0,40,71
2199.0,39,71
2200.0,40,71
2201.0,40,71
2202.0,41,72
2203.0,41,71
2204.0,42,72
2205.0,42,73
2206.0,41,73
2207.0,41,73
2208.0,42,74
2209.0,42,73
2210.0,43,72
2211.0,42,70
2212.0,41,70
2213.0,41,69
2214.0,41,68
2215.0,40,68
2216.0,41,68
2217.0,40,66
2218.0,40,67
2219.0,39,67
2220.0,39,67
2221.0,40,68
2222.0,40,68
2223.0,40,68
2224.0,43,68
2225.0,43,68
2226.0,43,68
2227.0,45,69
2228.0,45,69
2229.0,47,69
2230.0,48,70
2231.0,50,70
2232.0,50,71
2233.0,50,71
2234.0,51,72
2235.0,49,72
2236.0,49,70
2237.0,48,69
2238.0,49,70
2239.0,49,70
2240.0,47,68
2241.0,48,68
2242.0,47,67
2243.0,48,65
2244.0,47,65
2245.0,47,65
2246.0,47,65
2247.0,47,65
2248.0,46,64
2249.0,45,64
2250.0,45,64
2251.0,45,63
2252.0,45,63
2253.0,44,64
2254.0,44,63
2255.0,44,63
2256.0,45,64
2257.0,45,65
2258.0,44,64
2259.0,44,65
2260.0,44,64
2261.0,44,64
2262.0,45,65
2263.0,45,64
2264.0,45,63
2265.0,46,64
2266.0,46,64
2267.0,45,62
2268.0,46,62
2269.0,47,63
2270.0,47,62
2271.0,47,62
2272.0,48,62
2273.0,50,62
2274.0,49,62
2275.0,51,62
2276.0,51,62
2277.0,51,63
2278.0,54,64
2279.0,53,64
2280.0,53,64
2281.0,54,65
2282.0,55,67
2283.0,57,69
2284.0,57,71
2285.0,57,71
2286.0,57,73
2287.0,56,73
2288.0,57,73
2289.0,56,74
2290.0,56,75
2291.0,55,76
2292.0,55,75
2293.0,56,75
2294.0,54,75
2295.0,54,75
2296.0,53,75
2297.0,55,77
2298.0,55,77
2299.0,54,78
2300.0,54,78
2301.0,55,79
2302.0,55,80
2303.0,55,80
2304.0,55,80
2305.0,55,81
2306.0,56,80
2307.0,56,81
2308.0,56,82
2309.0,57,83
2310.0,58,84
2311.0,59,86
2312.0,60,87
2313.0,60,87
2314.0,59,87
2315.0,60,87
2316.0,60,88
2317.0,59,87
2318.0,58,87
2319.0,57,86
2320.0,56,86
2321.0,57,88
2322.0,58,90
2323.0,60,91
2324.0,58,90
2325.0,60,92
2326.0,59,90
2327.0,60,90
2328.0,59,90
2329.0,58,90
2330.0,58,90
2331.0,56,89
2332.0,56,88
2333.0,55,88
2334.0,55,88
2335.0,56,89
2336.0,58,91
2337.0,57,91
2338.0,58,91
2339.0,58,91
2340.0,58,91
2341.0,57,90
2342.0,57,89
2343.0,57,88
2344.0,58,88
2345.0,57,88
2346.0,57,88
2347.0,57,88
2348.0,56,87
2349.0,56,86
2350.0,57,87
2351.0,56,86
2352.0,54,87
2353.0,55,87
2354.0,55,87
2355.0,55,87
2356.0,55,88
2357.0,55,88
2358.0,54,88
2359.0,55,88
2360.0,54,88
2361.0,53,88
2362.0,51,88
2363.0,51,88
2364.0,51,87
2365.0,51,87
2366.0,49,87
2367.0,48,87
2368.0,48,86
2369.0,50,88
2370.0,50,89
2371.0,50,89
2372.0,51,90
2373.0,53,91
2374.0,53,92
2375.0,53,93
2376.0,54,94
2377.0,55,94
2378.0,55,94
2379.0,55,95
2380.0,54,94
2381.0,54,94
2382.0,55,94
2383.0,55,94
2384.0,55,95
2385.0,56,97
2386.0,56,97
2387.0,56,96
2388.0,56,97
2389.0,56,97
2390.0,55,98
2391.0,56,99
2392.0,55,99
2393.0,57,100
2394.0,59,102
2395.0,59,102
2396.0,59,102
2397.0,61,104
2398.0,63,105
2399.0,63,106
2400.0,64,106
2401.0,65,109
2402.0,66,109
2403.0,66,108
2404.0,66,108
2405.0,66,109
2406.0,66,109
2407.0,66,109
2408.0,66,109
2409.0,66,108
2410.0,67,109
2411.0,68,110
2412.0,70,111
2413.0,71,111
2414.0,71,110
2415.0,70,110
2416.0,68,107
2417.0,68,107
2418.0,68,109
2419.0,68,108
2420.0,69,109
2421.0,69,109
2422.0,68,111
2423.0,69,111
2424.0,72,112
2425.0,72,112
2426.0,74,112
2427.0,75,113
2428.0,75,114
2429.0,75,114
2430.0,75,115
2431.0,74,115
2432.0,74,115
2433.0,74,115
2434.0,75,116
2435.0,75,116
2436.0,75,115
2437.0,76,116
2438.0,77,118
2439.0,78,119
2440.0,78,118
2441.0,79,119
2442.0,79,120
2443.0,78,120
2444.0,78,120
2445.0,77,120
2446.0,77,121
2447.0,76,120
2448.0,76,119
2449.0,75,118
2450.0,76,119
2451.0,76,120
2452.0,75,120
2453.0,75,121
2454.0,76,119
2455.0,76,118
2456.0,76,120
2457.0,74,118
2458.0,74,117
2459.0,75,118
2460.0,74,118
2461.0,73,118
2462.0,72,118
2463.0,71,118
2464.0,70,118
2465.0,69,118
2466.0,70,118
2467.0,72,119
2468.0,71,119
2469.0,72,120
2470.0,71,119
2471.0,72,120
2472.0,72,120
2473.0,72,120
2474.0,73,120
2475.0,70,120
2476.0,71,119
2477.0,71,118
2478.0,70,117
2479.0,70,118
2480.0,71,118
2481.0,70,119
2482.0,72,119
2483.0,72,119
2484.0,72,119
2485.0,72,119
2486.0,72,119
2487.0,71,120
2488.0,72,120
2489.0,72,120
2490.0,71,120
2491.0,71,120
2492.0,72,120
2493.0,71,121
2494.0,71,121
2495.0,71,120
2496.0,70,121
2497.0,70,120
2498.0,69,120
2499.0,70,120
2500.0,69,120
2501.0,68,120
2502.0,68,121
2503.0,68,121
2504.0,67,121
2505.0,67,120
2506.0,66,121
2507.0,65,123
2508.0,63,123
2509.0,62,122
2510.0,60,124
2511.0,62,124
2512.0,63,126
2513.0,63,125
2514.0,67,129
2515.0,66,130
2516.0,66,131
2517.0,67,130
2518.0,69,131
2519.0,68,132
2520.0,68,132
2521.0,68,132
2522.0,69,131
2523.0,69,131
2524.0,69,132
2525.0,69,131
2526.0,67,131
2527.0,67,131
2528.0,66,131
2529.0,65,131
2530.0,65,131
2531.0,65,130
2532.0,66,129
2533.0,65,130
2534.0,64,130
2535.0,64,130
2536.0,63,129
2537.0,63,129
2538.0,64,130
2539.0,64,130
2540.0,64,129
2541.0,65,130
2542.0,64,129
2543.0,66,131
2544.0,65,131
2545.0,66,131
2546.0,66,130
2547.0,65,130
2548.0,66,129
2549.0,64,129
2550.0,64,127
2551.0,63,127
2552.0,64,128
2553.0,64,127
2554.0,64,125
2555.0,63,122
2556.0,63,123
2557.0,63,124
2558.0,62,124
2559.0,62,123
2560.0,62,122
2561.0,61,123
2562.0,60,122
2563.0,59,121
2564.0,59,121
2565.0,59,121
2566.0,60,122
2567.0,60,122
2568.0,60,122
2569.0,60,122
2570.0,60,122
2571.0,59,122
2572.0,59,122
2573.0,59,122
2574.0,57,122
2575.0,57,122
2576.0,57,122
2577.0,56,122
2578.0,56,123
2579.0,56,122
2580.0,56,122
2581.0,55,123
2582.0,55,123
2583.0,54,122
2584.0,54,121
2585.0,54,121
2586.0,54,121
2587.0,54,121
2588.0,55,120
2589.0,56,120
2590.0,56,119
2591.0,57,118
2592.0,57,118
2593.0,58,118
2594.0,57,119
2595.0,58,118
2596.0,58,118
2597.0,59,119
2598.0,57,119
2599.0,57,120
2600.0,57,118
2601.0,57,118
2602.0,54,119
2603.0,57,121
2604.0,59,123
2605.0,60,125
2606.0,60,126
2607.0,57,125
2608.0,57,126
2609.0,56,125
2610.0,56,125
2611.0,57,126
2612.0,57,124
2613.0,57,125
2614.0,58,125
2615.0,58,126
2616.0,57,126
2617.0,57,127
2618.0,58,127
2619.0,59,126
2620.0,60,129
2621.0,59,129
2622.0,59,129
2623.0,60,129
2624.0,58,129
2625.0,58,129
2626.0,59,130
2627.0,59,131
2628.0,59,131
2629.0,59,132
2630.0,59,133
2631.0,59,133
2632.0,59,133
2633.0,59,134
2634.0,59,134
2635.0,59,136
2636.0,60,136
2637.0,59,137
2638.0,57,135
2639.0,56,137
2640.0,56,136
2641.0,58,136
2642.0,56,136
2643.0,57,136
2644.0,57,136
2645.0,55,137
2646.0,54,136
2647.0,53,136
2648.0,53,137
2649.0,52,138
2650.0,52,138
2651.0,52,138
2652.0,53,137
2653.0,54,136
2654.0,54,138
2655.0,54,137
2656.0,55,138
2657.0,54,138
2658.0,53,138
2659.0,54,141
2660.0,55,142
2661.0,56,143
2662.0,58,145
2663.0,60,147
2664.0,59,147
2665.0,60,148
2666.0,60,148
2667.0,60,149
2668.0,62,150
2669.0,63,151
2670.0,64,152
2671.0,65,151
2672.0,67,153
2673.0,68,154
2674.0,68,153
2675.0,68,152
2676.0,68,152
2677.0,69,152
2678.0,69,150
2679.0,69,150
2680.0,69,149
2681.0,68,148
2682.0,69,149
2683.0,69,149
2684.0,68,150
2685.0,68,148
2686.0,68,148
2687.0,68,148
2688.0,69,147
2689.0,68,148
2690.0,67,148
2691.0,66,147
2692.0,66,147
2693.0,66,147
2694.0,66,148
2695.0,66,147
2696.0,66,147
2697.0,66,147
2698.0,65,145
2699.0,65,146
2700.0,62,142
2701.0,61,142
2702.0,62,142
2703.0,60,139
2704.0,60,138
2705.0,60,135
2706.0,58,132
2707.0,58,129
2708.0,61,131
2709.0,60,128
2710.0,60,127
2711.0,61,128
2712.0,62,128
2713.0,61,128
2714.0,61,129
2715.0,61,129
2716.0,61,129
2717.0,61,130
2718.0,61,130
2719.0,61,129
2720.0,62,131
2721.0,62,131
2722.0,63,130
2723.0,61,130
2724.0,61,130
2725.0,61,129
2726.0,61,129
2727.0,58,128
2728.0,58,127
2729.0,57,127
2730.0,56,127
2731.0,56,128
2732.0,58,130
2733.0,56,131
2734.0,57,130
2735.0,56,131
2736.0,56,132
2737.0,56,132
2738.0,55,133
2739.0,55,132
2740.0,56,132
2741.0,54,132
2742.0,54,130
2743.0,53,130
2744.0,53,131
2745.0,53,131
2746.0,53,130
2747.0,51,129
2748.0,53,131
2749.0,54,131
2750.0,54,132
2751.0,53,134
2752.0,53,134
2753.0,53,134
2754.0,53,134
2755.0,52,134
2756.0,56,135
2757.0,56,136
2758.0,58,137
2759.0,58,138
2760.0,59,139
2761.0,59,139
2762.0,61,140
2763.0,61,140
2764.0,60,141
2765.0,60,142
2766.0,60,142
2767.0,58,141
2768.0,58,142
2769.0,58,141
2770.0,58,142
2771.0,57,143
2772.0,57,144
2773.0,57,145
2774.0,57,145
2775.0,58,145
2776.0,57,144
2777.0,56,142
2778.0,55,141
2779.0,55,140
2780.0,55,138
2781.0,54,138
2782.0,54,139
2783.0,55,139
2784.0,54,141
2785.0,54,141
2786.0,55,143
2787.0,57,144
2788.0,57,143
2789.0,57,143
2790.0,57,142
2791.0,57,141
2792.0,57,142
2793.0,56,141
2794.0,56,141
2795.0,56,141
2796.0,56,141
2797.0,56,140
2798.0,56,140
2799.0,56,139
2800.0,55,139
2801.0,54,138
2802.0,54,137
2803.0,54,137
2804.0,55,139
2805.0,55,139
2806.0,54,139
2807.0,56,139
2808.0,56,141
2809.0,57,142
2810.0,58,142
2811.0,57,142
2812.0,57,143
2813.0,58,144
2814.0,58,144
2815.0,59,144
2816.0,56,144
2817.0,56,145
2818.0,56,145
2819.0,58,145
2820.0,58,145
2821.0,58,145
2822.0,58,146
2823.0,58,146
2824.0,57,145
2825.0,56,145
2826.0,56,144
2827.0,55,144
2828.0,55,144
2829.0,56,142
2830.0,56,141
2831.0,57,140
2832.0,58,139
2833.0,57,139
2834.0,57,139
2835.0,57,138
2836.0,58,138
2837.0,58,138
2838.0,57,138
2839.0,55,138
2840.0,54,139
2841.0,54,137
2842.0,52,137
2843.0,53,135
2844.0,52,134
2845.0,51,134
2846.0,50,134
2847.0,50,134
2848.0,47,133
2849.0,47,134
2850.0,46,133
2851.0,46,132
2852.0,46,131
2853.0,44,133
2854.0,45,133
2855.0,45,133
2856.0,45,133
2857.0,46,133
2858.0,47,134
2859.0,47,134
2860.0,48,134
2861.0,47,134
2862.0,48,135
2863.0,47,135
2864.0,47,135
2865.0,48,136
2866.0,48,136
2867.0,48,137
2868.0,48,138
2869.0,48,138
2870.0,46,137
2871.0,46,138
2872.0,46,136
2873.0,45,134
2874.0,46,135
2875.0,44,135
2876.0,44,132
2877.0,45,132
2878.0,44,133
2879.0,43,133
2880.0,43,131
2881.0,43,130
2882.0,44,131
2883.0,44,129
2884.0,44,131
2885.0,43,128
2886.0,43,127
2887.0,44,127
2888.0,43,125
2889.0,43,125
2890.0,43,124
2891.0,43,124
2892.0,43,124
2893.0,42,124
2894.0,43,124
2895.0,43,122
2896.0,42,121
2897.0,43,121
2898.0,43,121
2899.0,43,119
2900.0,44,119
2901.0,44,117
2902.0,44,116
2903.0,46,117
2904.0,45,118
2905.0,45,118
2906.0,45,118
2907.0,43,118
2908.0,43,118
2909.0,43,118
2910.0,43,117
2911.0,43,118
2912.0,41,118
2913.0,41,119
2914.0,41,118
2915.0,41,118
2916.0,41,117
2917.0,41,117
2918.0,41,116
2919.0,38,115
2920.0,37,115
2921.0,37,112
2922.0,37,112
2923.0,36,109
2924.0,36,108
2925.0,35,106
2926.0,35,106
2927.0,35,104
2928.0,35,103
2929.0,35,102
2930.0,34,101
2931.0,33,101
2932.0,33,98
2933.0,33,96
2934.0,32,95
2935.0,32,93
2936.0,32,93
2937.0,32,91
2938.0,32,90
2939.0,32,90
2940.0,31,89
2941.0,31,88
2942.0,31,88
2943.0,30,87
2944.0,30,85
2945.0,29,85
2946.0,29,85
2947.0,28,85
2948.0,28,85
2949.0,29,87
2950.0,29,86
2951.0,29,87
2952.0,28,88
2953.0,29,88
2954.0,30,89
2955.0,29,88
2956.0,30,89
2957.0,29,89
2958.0,29,88
2959.0,29,89
2960.0,29,89
2961.0,29,89
2962.0,30,88
2963.0,30,89
2964.0,31,89
2965.0,31,89
2966.0,32,90
2967.0,32,89
2968.0,35,92
2969.0,35,93
2970.0,36,94
2971.0,36,96
2972.0,36,97
2973.0,35,95
2974.0,37,97
2975.0,37,98
2976.0,37,98
2977.0,37,98
2978.0,38,100
2979.0,39,99
2980.0,39,99
2981.0,39,100
2982.0,39,101
2983.0,40,101
2984.0,41,102
2985.0,41,102
2986.0,41,102
2987.0,42,103
2988.0,42,102
2989.0,42,102
2990.0,43,103
2991.0,44,103
2992.0,44,103
2993.0,44,103
2994.0,45,103
2995.0,45,103
2996.0,45,102
2997.0,46,103
2998.0,47,102
2999.0,47,101
3000.0,48,102
3001.0,49,102
3002.0,50,101
3003.0,50,101
3004.0,50,101
3005.0,49,100
3006.0,50,100
3007.0,51,102
3008.0,50,101
3009.0,50,101
3010.0,49,102
3011.0,49,103
3012.0,50,102
3013.0,52,105
3014.0,54,107
3015.0,52,108
3016.0,52,110
3017.0,53,111
3018.0,52,111
3019.0,51,111
3020.0,52,111
3021.0,52,111
3022.0,53,112
3023.0,52,112
3024.0,52,113
3025.0,51,114
3026.0,52,114
3027.0,52,115
3028.0,52,115
3029.0,53,117
3030.0,54,118
3031.0,54,118
3032.0,53,118
3033.0,53,119
3034.0,52,119
3035.0,52,119
3036.0,52,120
3037.0,52,120
3038.0,51,120
3039.0,51,120
3040.0,51,120
3041.0,51,120
3042.0,50,120
3043.0,50,120
3044.0,50,120
3045.0,50,120
3046.0,50,120
3047.0,51,121
3048.0,51,122
3049.0,52,123
3050.0,53,124
3051.0,52,124
3052.0,52,123
3053.0,51,123
3054.0,51,122
3055.0,51,121
3056.0,51,122
3057.0,52,121
3058.0,53,122
3059.0,54,121
3060.0,54,121
3061.0,55,120
3062.0,55,121
3063.0,55,121
3064.0,55,120
3065.0,54,119
3066.0,54,118
3067.0,54,118
3068.0,54,117
3069.0,55,118
3070.0,56,120
3071.0,57,120
3072.0,56,120
3073.0,56,120
3074.0,56,119
3075.0,56,118
3076.0,55,118
3077.0,55,117
3078.0,55,117
3079.0,54,117
3080.0,52,117
3081.0,52,117
3082.0,51,116
3083.0,50,116
3084.0,49,115
3085.0,49,115
3086.0,47,114
3087.0,47,113
3088.0,47,113
3089.0,47,113
3090.0,46,113
3091.0,44,112
3092.0,43,112
3093.0,42,112
3094.0,45,112
3095.0,47,114
3096.0,48,116
3097.0,48,115
3098.0,47,112
3099.0,47,111
3100.0,48,111
3101.0,48,111
3102.0,49,111
3103.0,48,111
3104.0,48,112
3105.0,48,111
3106.0,48,112
3107.0,47,113
3108.0,48,113
3109.0,49,112
3110.0,48,112
3111.0,49,112
3112.0,49,112
3113.0,48,112
3114.0,48,111
3115.0,47,111
3116.0,46,110
3117.0,46,109
3118.0,46,109
3119.0,48,110
3120.0,49,112
3121.0,47,111
3122.0,48,112
3123.0,49,113
3124.0,48,114
3125.0,48,114
3126.0,47,115
3127.0,48,115
3128.0,47,115
3129.0,48,117
3130.0,46,116
3131.0,47,115
3132.0,49,116
3133.0,50,116
3134.0,49,115
3135.0,49,115
3136.0,50,115
3137.0,50,114
3138.0,49,113
3139.0,49,115
3140.0,48,114
3141.0,48,113
3142.0,49,114
3143.0,49,114
3144.0,49,114
3145.0,49,115
3146.0,51,116
3147.0,54,118
3148.0,54,120
3149.0,54,119
3150.0,55,120
3151.0,56,121
3152.0,57,123
3153.0,57,122
3154.0,57,123
3155.0,56,122
3156.0,57,122
3157.0,55,122
3158.0,55,121
3159.0,56,121
3160.0,56,121
3161.0,56,119
3162.0,57,122
3163.0,57,121
3164.0,57,121
3165.0,58,121
3166.0,58,121
3167.0,60,123
3168.0,61,124
3169.0,59,125
3170.0,59,125
3171.0,61,126
3172.0,62,128
3173.0,62,125
3174.0,60,124
3175.0,62,125
3176.0,62,124
3177.0,63,124
3178.0,63,124
3179.0,63,124
3180.0,63,124
3181.0,64,123
3182.0,63,123
3183.0,62,124
3184.0,62,124
3185.0,61,124
3186.0,60,124
3187.0,60,123
3188.0,60,122
3189.0,60,122
3190.0,60,122
3191.0,60,122
3192.0,60,121
3193.0,61,119
3194.0,59,118
3195.0,60,119
3196.0,61,119
3197.0,61,120
3198.0,63,120
3199.0,63,121
3200.0,63,122
3201.0,64,122
3202.0,62,120
3203.0,62,119
3204.0,62,119
3205.0,61,118
3206.0,61,115
3207.0,62,116
